angular_velocity,sin,cos,epoch
2.393287661689702528e-01,1.149695785532982295e-02,-1.355027457959917525e-02,1.784447911269997835e+09
2.388651054211583524e-01,1.149749857800357045e-02,-1.355972918165687657e-02,1.784447911302997828e+09
2.384082283099393518e-01,1.149804535354219392e-02,-1.356900035555480555e-02,1.784447911335997820e+09
2.379580334734361369e-01,1.149859697982817675e-02,-1.357809213366206746e-02,1.784447911368997812e+09
2.375144211488338097e-01,1.149915232939717480e-02,-1.358700846089594405e-02,1.784447911401997805e+09
2.370772931445832565e-01,1.149971034596701525e-02,-1.359575319604883203e-02,1.784447911434997797e+09
2.366465528130594631e-01,1.150027004112301465e-02,-1.360433011312761620e-02,1.784447911467997789e+09
2.362221050237882647e-01,1.150083049113119482e-02,-1.361274290270902965e-02,1.784447911500997782e+09
2.358038561372983732e-01,1.150139083386518546e-02,-1.362099517330744858e-02,1.784447911533997774e+09
2.353917139790870916e-01,1.150195026586102454e-02,-1.362909045275512154e-02,1.784447911566997766e+09
2.349855878146660526e-01,1.150250803948209277e-02,-1.363703218958062235e-02,1.784447911599997759e+09
2.345853883247206451e-01,1.150306346020484038e-02,-1.364482375440684292e-02,1.784447911632997751e+09
2.341910275807810304e-01,1.150361588400398982e-02,-1.365246844133832793e-02,1.784447911665997744e+09
2.338024190215184372e-01,1.150416471484787262e-02,-1.365996946936637313e-02,1.784447911698997736e+09
2.334194774292688290e-01,1.150470940230390038e-02,-1.366732998375458363e-02,1.784447911731997728e+09
2.330421189071818500e-01,1.150524943921509002e-02,-1.367455305743153771e-02,1.784447911764997721e+09
2.326702608568813613e-01,1.150578435950448675e-02,-1.368164169237989780e-02,1.784447911797997713e+09
2.323038219562965079e-01,1.150631373604708851e-02,-1.368859882102019254e-02,1.784447911830997705e+09
2.319427221381180626e-01,1.150683717863769384e-02,-1.369542730758394056e-02,1.784447911863997698e+09
2.315868825685958310e-01,1.150735433205112013e-02,-1.370212994948144525e-02,1.784447911896997690e+09
2.312362256269044902e-01,1.150786487416992354e-02,-1.370870947865893141e-02,1.784447911929997683e+09
2.308906748845662715e-01,1.150836851420448947e-02,-1.371516856294147102e-02,1.784447911962997675e+09
2.305501550855557635e-01,1.150886499098062454e-02,-1.372150980737235626e-02,1.784447911995997667e+09
2.302145921266320894e-01,1.150935407130530830e-02,-1.372773575553826175e-02,1.784447912028997660e+09
2.298839130381826745e-01,1.150983554840349921e-02,-1.373384889086953775e-02,1.784447912061997652e+09
2.295580459654649186e-01,1.151030924041888948e-02,-1.373985163794227971e-02,1.784447912094997644e+09
2.292369201497341802e-01,1.151077498898926688e-02,-1.374574636375552883e-02,1.784447912127997637e+09
2.289204659103949435e-01,1.151123265787516725e-02,-1.375153537899426182e-02,1.784447912160997629e+09
2.286086146271519848e-01,1.151168213165602860e-02,-1.375722093927994605e-02,1.784447912193997622e+09
2.283012987223320689e-01,1.151212331448318860e-02,-1.376280524639977854e-02,1.784447912226997614e+09
2.279984516439446107e-01,1.151255612888972546e-02,-1.376829044952349035e-02,1.784447912259997606e+09
2.277000078488560231e-01,1.151298051465358963e-02,-1.377367864639705841e-02,1.784447912292997599e+09
2.274059027859640647e-01,1.151339642772113148e-02,-1.377897188452398280e-02,1.784447912325997591e+09
2.271160728803953699e-01,1.151380383915905081e-02,-1.378417216231814235e-02,1.784447912358997583e+09
2.268304555172482306e-01,1.151420273419161144e-02,-1.378928143026020292e-02,1.784447912391997576e+09
2.265489890261880301e-01,1.151459311124140850e-02,-1.379430159200784045e-02,1.784447912424997568e+09
2.262716126660995197e-01,1.151497498104829542e-02,-1.379923450550596398e-02,1.784447912457997561e+09
2.259982666099664694e-01,1.151534836581673271e-02,-1.380408198406851694e-02,1.784447912490997553e+09
2.257288919301492225e-01,1.151571329840932190e-02,-1.380884579744606766e-02,1.784447912523997545e+09
2.254634305839464670e-01,1.151606982157231396e-02,-1.381352767287385985e-02,1.784447912556997538e+09
2.252018253992138508e-01,1.151641798720730303e-02,-1.381812929609854690e-02,1.784447912589997530e+09
2.249440200604941875e-01,1.151675785567844723e-02,-1.382265231238360981e-02,1.784447912622997522e+09
2.246899590953750359e-01,1.151708949514811120e-02,-1.382709832750056433e-02,1.784447912655997515e+09
2.244395878608462791e-01,1.151741298095514121e-02,-1.383146890869529910e-02,1.784447912688997507e+09
2.241928525302261388e-01,1.151772839501800927e-02,-1.383576558564197923e-02,1.784447912721997499e+09
2.239497000801440318e-01,1.151803582527348435e-02,-1.383998985137208093e-02,1.784447912754997492e+09
2.237100782776371144e-01,1.151833536514017264e-02,-1.384414316318743898e-02,1.784447912787997484e+09
2.234739356679289468e-01,1.151862711302113762e-02,-1.384822694354664874e-02,1.784447912820997477e+09
2.232412215618102547e-01,1.151891117181362556e-02,-1.385224258094613914e-02,1.784447912853997469e+09
2.230118860237018108e-01,1.151918764847208176e-02,-1.385619143077637672e-02,1.784447912886997461e+09
2.227858798599446910e-01,1.151945665356761406e-02,-1.386007481615320058e-02,1.784447912919997454e+09
2.225631546068631561e-01,1.151971830089008886e-02,-1.386389402873672294e-02,1.784447912952997446e+09
2.223436625194528116e-01,1.151997270706799081e-02,-1.386765032953424237e-02,1.784447912985997438e+09
2.221273565601824540e-01,1.152021999120959872e-02,-1.387134494968184084e-02,1.784447913018997431e+09
2.219141903878527611e-01,1.152046027456192501e-02,-1.387497909120466444e-02,1.784447913051997423e+09
2.217041183467391985e-01,1.152069368020162965e-02,-1.387855392777365138e-02,1.784447913084997416e+09
2.214970954560759875e-01,1.152092033271882865e-02,-1.388207060542318017e-02,1.784447913117997408e+09
2.212930773993126987e-01,1.152114035795419322e-02,-1.388553024327404684e-02,1.784447913150997400e+09
2.210920205140529671e-01,1.152135388272539085e-02,-1.388893393422269140e-02,1.784447913183997393e+09
2.208938817818226763e-01,1.152156103457484260e-02,-1.389228274561976617e-02,1.784447913216997385e+09
2.206986188181223607e-01,1.152176194155300759e-02,-1.389557771993982227e-02,1.784447913249997377e+09
2.205061898627069805e-01,1.152195673198745662e-02,-1.389881987542257447e-02,1.784447913282997370e+09
2.203165537698656973e-01,1.152214553428392019e-02,-1.390201020670350784e-02,1.784447913315997362e+09
2.201296699991563965e-01,1.152232847674865279e-02,-1.390514968543382635e-02,1.784447913348997355e+09
2.199454986059696804e-01,1.152250568739303371e-02,-1.390823926087375595e-02,1.784447913381997347e+09
2.197640002323770769e-01,1.152267729378790573e-02,-1.391127986048584786e-02,1.784447913414997339e+09
2.195851360982634670e-01,1.152284342289659758e-02,-1.391427239049985998e-02,1.784447913447997332e+09
2.194088679926300411e-01,1.152300420095057898e-02,-1.391721773647053295e-02,1.784447913480997324e+09
2.192351582644993524e-01,1.152315975330735209e-02,-1.392011676382115537e-02,1.784447913513997316e+09
2.190639698148435510e-01,1.152331020432965925e-02,-1.392297031836758903e-02,1.784447913546997309e+09
2.188952660880010281e-01,1.152345567728245423e-02,-1.392577922683696512e-02,1.784447913579997301e+09
2.187290110633204332e-01,1.152359629422632092e-02,-1.392854429736684052e-02,1.784447913612997293e+09
2.185651692473162822e-01,1.152373217592865540e-02,-1.393126631999191956e-02,1.784447913645997286e+09
2.184037056654266618e-01,1.152386344177484812e-02,-1.393394606712189399e-02,1.784447913678997278e+09
2.182445858543962114e-01,1.152399020969367693e-02,-1.393658429400151944e-02,1.784447913711997271e+09
2.180877758544317313e-01,1.152411259608270011e-02,-1.393918173916358638e-02,1.784447913744997263e+09
2.179332422015851645e-01,1.152423071575496560e-02,-1.394173912486590394e-02,1.784447913777997255e+09
2.177809519204207955e-01,1.152434468187861494e-02,-1.394425715751940187e-02,1.784447913810997248e+09
2.176308725166824498e-01,1.152445460591648707e-02,-1.394673652810024533e-02,1.784447913843997240e+09
2.174829719698470054e-01,1.152456059759769669e-02,-1.394917791255662065e-02,1.784447913876997232e+09
2.173372187263031829e-01,1.152466276486789620e-02,-1.395158197219775742e-02,1.784447913909997225e+09
2.171935816921892748e-01,1.152476121386440677e-02,-1.395394935408650339e-02,1.784447913942997217e+09
2.170520302265150914e-01,1.152485604887713844e-02,-1.395628069139992489e-02,1.784447913975997210e+09
2.169125341345112812e-01,1.152494737233437927e-02,-1.395857660379523635e-02,1.784447914008997202e+09
2.167750636609786508e-01,1.152503528477437367e-02,-1.396083769776507166e-02,1.784447914041997194e+09
2.166395894835237979e-01,1.152511988483111149e-02,-1.396306456697143927e-02,1.784447914074997187e+09
2.165060827063631788e-01,1.152520126923077537e-02,-1.396525779258855904e-02,1.784447914107997179e+09
2.163745148538429586e-01,1.152527953277397710e-02,-1.396741794361727740e-02,1.784447914140997171e+09
2.162448578641862351e-01,1.152535476832865224e-02,-1.396954557720658796e-02,1.784447914173997164e+09
2.161170840835244800e-01,1.152542706683716556e-02,-1.397164123895383581e-02,1.784447914206997156e+09
2.159911662596447623e-01,1.152549651730920555e-02,-1.397370546320314544e-02,1.784447914239997149e+09
2.158670775361348770e-01,1.152556320683244262e-02,-1.397573877333851966e-02,1.784447914272997141e+09
2.157447914465853156e-01,1.152562722057252909e-02,-1.397774168205917489e-02,1.784447914305997133e+09
2.156242819086775508e-01,1.152568864178020458e-02,-1.397971469165310010e-02,1.784447914338997126e+09
2.155055232186133818e-01,1.152574755180905963e-02,-1.398165829426351037e-02,1.784447914371997118e+09
2.153884900455442786e-01,1.152580403011908838e-02,-1.398357297214464223e-02,1.784447914404997110e+09
2.152731574260007275e-01,1.152585815430155758e-02,-1.398545919791577274e-02,1.784447914437997103e+09
2.151595007585489494e-01,1.152591000008255928e-02,-1.398731743480102763e-02,1.784447914470997095e+09
2.150474957983907753e-01,1.152595964135498530e-02,-1.398914813686563674e-02,1.784447914503997087e+09
2.149371186521908950e-01,1.152600715017852717e-02,-1.399095174924686047e-02,1.784447914536997080e+09
2.148283457729609491e-01,1.152605259682230876e-02,-1.399272870837425797e-02,1.784447914569997072e+09
2.147211539547162484e-01,1.152609604976843893e-02,-1.399447944218995543e-02,1.784447914602997065e+09
2.146155203278146129e-01,1.152613757574398601e-02,-1.399620437035647980e-02,1.784447914635997057e+09
2.145114223538404641e-01,1.152617723973874131e-02,-1.399790390446281618e-02,1.784447914668997049e+09
2.144088378206594481e-01,1.152621510503719360e-02,-1.399957844822158348e-02,1.784447914701997042e+09
2.143077448378709615e-01,1.152625123323629264e-02,-1.400122839766265725e-02,1.784447914734997034e+09
2.142081218320333047e-01,1.152628568427742362e-02,-1.400285414131791084e-02,1.784447914767997026e+09
2.141099475418319908e-01,1.152631851646772343e-02,-1.400445606040773283e-02,1.784447914800997019e+09
2.140132010137028029e-01,1.152634978650850239e-02,-1.400603452901688639e-02,1.784447914833997011e+09
2.139178615973980069e-01,1.152637954952366595e-02,-1.400758991426148681e-02,1.784447914866997004e+09
2.138239089413820349e-01,1.152640785909168908e-02,-1.400912257646130810e-02,1.784447914899996996e+09
2.137313229886250721e-01,1.152643476726337990e-02,-1.401063286929610241e-02,1.784447914932996988e+09
2.136400839721124267e-01,1.152646032460095948e-02,-1.401212113997257758e-02,1.784447914965996981e+09
2.135501724108086474e-01,1.152648458020293087e-02,-1.401358772936650565e-02,1.784447914998996973e+09
2.134615691055079534e-01,1.152650758172894807e-02,-1.401503297217726596e-02,1.784447915031996965e+09
2.133742551345141347e-01,1.152652937543534317e-02,-1.401645719706995363e-02,1.784447915064996958e+09
2.132882118498320434e-01,1.152655000619999537e-02,-1.401786072681571182e-02,1.784447915097996950e+09
2.132034208730748670e-01,1.152656951755430537e-02,-1.401924387843028752e-02,1.784447915130996943e+09
2.131198640914850895e-01,1.152658795170451167e-02,-1.402060696330370559e-02,1.784447915163996935e+09
2.130375236541828254e-01,1.152660534957077043e-02,-1.402195028732994286e-02,1.784447915196996927e+09
2.129563819684141546e-01,1.152662175081202445e-02,-1.402327415102949670e-02,1.784447915229996920e+09
2.128764216956289257e-01,1.152663719384731944e-02,-1.402457884967373003e-02,1.784447915262996912e+09
2.127976257478996214e-01,1.152665171589843662e-02,-1.402586467340211085e-02,1.784447915295996904e+09
2.127199772842833791e-01,1.152666535300765627e-02,-1.402713190733589910e-02,1.784447915328996897e+09
2.126434597071271693e-01,1.152667814006617941e-02,-1.402838083169005712e-02,1.784447915361996889e+09
2.125680566587708764e-01,1.152669011084610229e-02,-1.402961172188160743e-02,1.784447915394996881e+09
2.124937520178524775e-01,1.152670129802528531e-02,-1.403082484863266144e-02,1.784447915427996874e+09
2.124205298958974364e-01,1.152671173321577480e-02,-1.403202047807344810e-02,1.784447915460996866e+09
2.123483746341923162e-01,1.152672144698867196e-02,-1.403319887184711900e-02,1.784447915493996859e+09
2.122772708000331132e-01,1.152673046890255459e-02,-1.403436028720034257e-02,1.784447915526996851e+09
2.122072031838830863e-01,1.152673882753189882e-02,-1.403550497707922728e-02,1.784447915559996843e+09
2.121381567958484649e-01,1.152674655048484265e-02,-1.403663319021813960e-02,1.784447915592996836e+09
2.120701168626657473e-01,1.152675366443871308e-02,-1.403774517123029808e-02,1.784447915625996828e+09
2.120030688244047834e-01,1.152676019515423700e-02,-1.403884116069836763e-02,1.784447915658996820e+09
2.119369983316266026e-01,1.152676616751106831e-02,-1.403992139525439553e-02,1.784447915691996813e+09
2.118718912420864964e-01,1.152677160552555147e-02,-1.404098610765797117e-02,1.784447915724996805e+09
2.118077336178918468e-01,1.152677653237559052e-02,-1.404203552688326750e-02,1.784447915757996798e+09
2.117445117224325823e-01,1.152678097042196537e-02,-1.404306987818831898e-02,1.784447915790996790e+09
2.116822120175958499e-01,1.152678494124030617e-02,-1.404408938320028666e-02,1.784447915823996782e+09
2.116208211609238443e-01,1.152678846562819881e-02,-1.404509425998118344e-02,1.784447915856996775e+09
2.115603260025442633e-01,1.152679156364426472e-02,-1.404608472310248102e-02,1.784447915889996767e+09
2.115007135826123541e-01,1.152679425461881901e-02,-1.404706098370905876e-02,1.784447915922996759e+09
2.114419711285824288e-01,1.152679655717518681e-02,-1.404802324959381066e-02,1.784447915955996752e+09
2.113840860523088505e-01,1.152679848925812489e-02,-1.404897172526159421e-02,1.784447915988996744e+09
2.113270459475449226e-01,1.152680006814447988e-02,-1.404990661199317925e-02,1.784447916021996737e+09
2.112708385873280914e-01,1.152680131047516265e-02,-1.405082810790386771e-02,1.784447916054996729e+09
2.112154519212514625e-01,1.152680223225870104e-02,-1.405173640800744250e-02,1.784447916087996721e+09
2.111608740729626899e-01,1.152680284890676699e-02,-1.405263170427656361e-02,1.784447916120996714e+09
2.111070933378902392e-01,1.152680317524483466e-02,-1.405351418569961153e-02,1.784447916153996706e+09
2.110540981802875304e-01,1.152680322552639136e-02,-1.405438403833753069e-02,1.784447916186996698e+09
2.110018772313571045e-01,1.152680301346135916e-02,-1.405524144537534381e-02,1.784447916219996691e+09
2.109504192862947658e-01,1.152680255221964767e-02,-1.405608658717721893e-02,1.784447916252996683e+09
2.108997133022432191e-01,1.152680185446312844e-02,-1.405691964134153649e-02,1.784447916285996675e+09
2.108497483960751762e-01,1.152680093235274039e-02,-1.405774078274529826e-02,1.784447916318996668e+09
2.108005138417217150e-01,1.152679979756625339e-02,-1.405855018360274711e-02,1.784447916351996660e+09
2.107519990681259170e-01,1.152679846131247909e-02,-1.405934801350799956e-02,1.784447916384996653e+09
2.107041936570828167e-01,1.152679693435613995e-02,-1.406013443947945474e-02,1.784447916417996645e+09
2.106570873407382916e-01,1.152679522701786918e-02,-1.406090962601308503e-02,1.784447916450996637e+09
2.106106699997700726e-01,1.152679334920263254e-02,-1.406167373511796326e-02,1.784447916483996630e+09
2.105649316611140076e-01,1.152679131040328098e-02,-1.406242692637132974e-02,1.784447916516996622e+09
2.105198624956334807e-01,1.152678911971831421e-02,-1.406316935695411940e-02,1.784447916549996614e+09
2.104754528164709537e-01,1.152678678586964434e-02,-1.406390118169181802e-02,1.784447916582996607e+09
2.104316930765468552e-01,1.152678431720970120e-02,-1.406462255310064746e-02,1.784447916615996599e+09
2.103885738668542782e-01,1.152678172173919602e-02,-1.406533362142131649e-02,1.784447916648996592e+09
2.103460859144694606e-01,1.152677900711067405e-02,-1.406603453466520603e-02,1.784447916681996584e+09
2.103042200802780481e-01,1.152677618065338361e-02,-1.406672543864634362e-02,1.784447916714996576e+09
2.102629673574403224e-01,1.152677324937327608e-02,-1.406740647701870683e-02,1.784447916747996569e+09
2.102223188692879940e-01,1.152677021996721674e-02,-1.406807779131707958e-02,1.784447916780996561e+09
2.101822658673346833e-01,1.152676709884430106e-02,-1.406873952098725011e-02,1.784447916813996553e+09
2.101427997296274608e-01,1.152676389211874930e-02,-1.406939180342509088e-02,1.784447916846996546e+09
2.101039119589278581e-01,1.152676060563832816e-02,-1.407003477401030933e-02,1.784447916879996538e+09
2.100655941807223481e-01,1.152675724497724541e-02,-1.407066856613486960e-02,1.784447916912996531e+09
2.100278381416307294e-01,1.152675381546101885e-02,-1.407129331124207239e-02,1.784447916945996523e+09
2.099906357075871366e-01,1.152675032216647633e-02,-1.407190913884964756e-02,1.784447916978996515e+09
2.099539788620778946e-01,1.152674676993241387e-02,-1.407251617659416310e-02,1.784447917011996508e+09
2.099178597046067463e-01,1.152674316337380656e-02,-1.407311455024878866e-02,1.784447917044996500e+09
2.098822704487053326e-01,1.152673950688536120e-02,-1.407370438375882271e-02,1.784447917077996492e+09
2.098472034206826375e-01,1.152673580464862180e-02,-1.407428579927011425e-02,1.784447917110996485e+09
2.098126510578059989e-01,1.152673206064262768e-02,-1.407485891715926085e-02,1.784447917143996477e+09
2.097786059065958053e-01,1.152672827865457161e-02,-1.407542385605492496e-02,1.784447917176996469e+09
2.097450606214044111e-01,1.152672446228335257e-02,-1.407598073287691376e-02,1.784447917209996462e+09
2.097120079628813638e-01,1.152672061495023381e-02,-1.407652966285394269e-02,1.784447917242996454e+09
2.096794407962112583e-01,1.152671673989529022e-02,-1.407707075955205722e-02,1.784447917275996447e+09
2.096473520899200249e-01,1.152671284020227727e-02,-1.407760413490305451e-02,1.784447917308996439e+09
2.096157349141696269e-01,1.152670891879152559e-02,-1.407812989922402336e-02,1.784447917341996431e+09
2.095845824393369750e-01,1.152670497843059916e-02,-1.407864816124931862e-02,1.784447917374996424e+09
2.095538879346496852e-01,1.152670102174140065e-02,-1.407915902815187748e-02,1.784447917407996416e+09
2.095236447666513069e-01,1.152669705120372423e-02,-1.407966260556631211e-02,1.784447917440996408e+09
2.094938463978370802e-01,1.152669306916236092e-02,-1.408015899761022593e-02,1.784447917473996401e+09
2.094644863853465377e-01,1.152668907783420404e-02,-1.408064830691263536e-02,1.784447917506996393e+09
2.094355583793718889e-01,1.152668507931180197e-02,-1.408113063463350967e-02,1.784447917539996386e+09
2.094070561220779947e-01,1.152668107557046351e-02,-1.408160608048686369e-02,1.784447917572996378e+09
2.093789734461812824e-01,1.152667706847181062e-02,-1.408207474276029769e-02,1.784447917605996370e+09
2.093513042735286600e-01,1.152667305976733114e-02,-1.408253671833809006e-02,1.784447917638996363e+09
2.093240426139606480e-01,1.152666905110548423e-02,-1.408299210272251356e-02,1.784447917671996355e+09
2.092971825641176675e-01,1.152666504403525305e-02,-1.408344099005337524e-02,1.784447917704996347e+09
2.092707183058484244e-01,1.152666104000614478e-02,-1.408388347313110911e-02,1.784447917737996340e+09
2.092446441053004147e-01,1.152665704038595418e-02,-1.408431964343098697e-02,1.784447917770996332e+09
2.092189543116125261e-01,1.152665304644655275e-02,-1.408474959112976377e-02,1.784447917803996325e+09
2.091936433556076391e-01,1.152664905938165230e-02,-1.408517340511633575e-02,1.784447917836996317e+09
2.091687057488831325e-01,1.152664508030680490e-02,-1.408559117301660946e-02,1.784447917869996309e+09
2.091441360822192674e-01,1.152664111025585025e-02,-1.408600298121304162e-02,1.784447917902996302e+09
2.091199290248402232e-01,1.152663715019512647e-02,-1.408640891485885005e-02,1.784447917935996294e+09
2.090960793231635417e-01,1.152663320102347011e-02,-1.408680905789755355e-02,1.784447917968996286e+09
2.090725817994927294e-01,1.152662926357221618e-02,-1.408720349308073549e-02,1.784447918001996279e+09
2.090494313511077618e-01,1.152662533860875083e-02,-1.408759230198403101e-02,1.784447918034996271e+09
2.090266229493555894e-01,1.152662142684361679e-02,-1.408797556502666692e-02,1.784447918067996264e+09
2.090041516380585218e-01,1.152661752893051339e-02,-1.408835336148744899e-02,1.784447918100996256e+09
2.089820125330026368e-01,1.152661364546629652e-02,-1.408872576951897271e-02,1.784447918133996248e+09
2.089602008206872252e-01,1.152660977700163680e-02,-1.408909286616538692e-02,1.784447918166996241e+09
2.089387117571310792e-01,1.152660592403036144e-02,-1.408945472737838100e-02,1.784447918199996233e+09
2.089175406671335278e-01,1.152660208701077049e-02,-1.408981142803317210e-02,1.784447918232996225e+09
2.088966829431944117e-01,1.152659826635142604e-02,-1.409016304194449232e-02,1.784447918265996218e+09
2.088761340444340586e-01,1.152659446241825758e-02,-1.409050964188079957e-02,1.784447918298996210e+09
2.088558894958543188e-01,1.152659067553811478e-02,-1.409085129957671212e-02,1.784447918331996202e+09
2.088359448871448532e-01,1.152658690600232017e-02,-1.409118808575077209e-02,1.784447918364996195e+09
2.088162958718304818e-01,1.152658315406666911e-02,-1.409152007012143271e-02,1.784447918397996187e+09
2.087969381664753765e-01,1.152657941995498259e-02,-1.409184732141949281e-02,1.784447918430996180e+09
2.087778675496030356e-01,1.152657570385555441e-02,-1.409216990739875497e-02,1.784447918463996172e+09
2.087590798608436327e-01,1.152657200592825670e-02,-1.409248789485734177e-02,1.784447918496996164e+09
2.087405710001382086e-01,1.152656832630453987e-02,-1.409280134964124853e-02,1.784447918529996157e+09
2.087223369267154904e-01,1.152656466509098532e-02,-1.409311033666743596e-02,1.784447918562996149e+09
2.087043736583529263e-01,1.152656102236575275e-02,-1.409341491993271189e-02,1.784447918595996141e+09
2.086866772706377215e-01,1.152655739818923830e-02,-1.409371516252616585e-02,1.784447918628996134e+09
2.086692438957731266e-01,1.152655379259341639e-02,-1.409401112664337985e-02,1.784447918661996126e+09
2.086520697221236897e-01,1.152655020559249788e-02,-1.409430287359886291e-02,1.784447918694996119e+09
2.086351509931352322e-01,1.152654663717937733e-02,-1.409459046383493286e-02,1.784447918727996111e+09
2.086184840067664137e-01,1.152654308732918575e-02,-1.409487395694125622e-02,1.784447918760996103e+09
2.086020651145792382e-01,1.152653955599929059e-02,-1.409515341166017732e-02,1.784447918793996096e+09
2.085858907209432456e-01,1.152653604313640112e-02,-1.409542888590270548e-02,1.784447918826996088e+09
2.085699572823533909e-01,1.152653254866235766e-02,-1.409570043675917317e-02,1.784447918859996080e+09
2.085542613066342366e-01,1.152652907249189507e-02,-1.409596812050634140e-02,1.784447918892996073e+09
2.085387993520873007e-01,1.152652561452553737e-02,-1.409623199262693971e-02,1.784447918925996065e+09
2.085235680269794667e-01,1.152652217465315043e-02,-1.409649210781499518e-02,1.784447918958996058e+09
2.085085639887471753e-01,1.152651875274683657e-02,-1.409674851998826695e-02,1.784447918991996050e+09
2.084937839430869300e-01,1.152651534867514538e-02,-1.409700128230068072e-02,1.784447919024996042e+09
2.084792246435005492e-01,1.152651196229596831e-02,-1.409725044714765785e-02,1.784447919057996035e+09
2.084648828906130458e-01,1.152650859345298595e-02,-1.409749606618743156e-02,1.784447919090996027e+09
2.084507555312631322e-01,1.152650524198987891e-02,-1.409773819033927067e-02,1.784447919123996019e+09
2.084368394580484729e-01,1.152650190773611694e-02,-1.409797686980301945e-02,1.784447919156996012e+09
2.084231316084730334e-01,1.152649859052116976e-02,-1.409821215406265038e-02,1.784447919189996004e+09
2.084096289645491762e-01,1.152649529016029628e-02,-1.409844409189869863e-02,1.784447919222995996e+09
2.083963285520018527e-01,1.152649200646520267e-02,-1.409867273140247290e-02,1.784447919255995989e+09
2.083832274395296391e-01,1.152648873924759509e-02,-1.409889811997783182e-02,1.784447919288995981e+09
2.083703227384068324e-01,1.152648548830852160e-02,-1.409912030435717112e-02,1.784447919321995974e+09
2.083576116017444857e-01,1.152648225345258293e-02,-1.409933933060852906e-02,1.784447919354995966e+09
2.083450912238651309e-01,1.152647903447372169e-02,-1.409955524414091554e-02,1.784447919387995958e+09
2.083327588397911878e-01,1.152647583116588048e-02,-1.409976808972029927e-02,1.784447919420995951e+09
2.083206117245628430e-01,1.152647264331944921e-02,-1.409997791147671320e-02,1.784447919453995943e+09
2.083086471927264594e-01,1.152646947072126504e-02,-1.410018475291135998e-02,1.784447919486995935e+09
2.082968625977092980e-01,1.152646631315816517e-02,-1.410038865690371734e-02,1.784447919519995928e+09
2.082852553314216149e-01,1.152646317041698676e-02,-1.410058966572574901e-02,1.784447919552995920e+09
2.082738228233471656e-01,1.152646004227746157e-02,-1.410078782104368100e-02,1.784447919585995913e+09
2.082625625404295189e-01,1.152645692852642678e-02,-1.410098316393576523e-02,1.784447919618995905e+09
2.082514719861057184e-01,1.152645382894361414e-02,-1.410117573489050313e-02,1.784447919651995897e+09
2.082405487001925959e-01,1.152645074331230812e-02,-1.410136557381908018e-02,1.784447919684995890e+09
2.082297902580909632e-01,1.152644767141224047e-02,-1.410155272006780036e-02,1.784447919717995882e+09
2.082191942702171783e-01,1.152644461302669565e-02,-1.410173721241453348e-02,1.784447919750995874e+09
2.082087583817757714e-01,1.152644156793895813e-02,-1.410191908909180780e-02,1.784447919783995867e+09
2.081984802720773242e-01,1.152643853593231238e-02,-1.410209838778325731e-02,1.784447919816995859e+09
2.081883576539131919e-01,1.152643551678649014e-02,-1.410227514563427986e-02,1.784447919849995852e+09
2.081783882733849733e-01,1.152643251028832860e-02,-1.410244939926269536e-02,1.784447919882995844e+09
2.081685699092792330e-01,1.152642951622466494e-02,-1.410262118475696935e-02,1.784447919915995836e+09
2.081589003723853804e-01,1.152642653438233633e-02,-1.410279053769752933e-02,1.784447919948995829e+09
2.081493775054388262e-01,1.152642356454817996e-02,-1.410295749315321201e-02,1.784447919981995821e+09
2.081399991822683315e-01,1.152642060651613842e-02,-1.410312208569192149e-02,1.784447920014995813e+09
2.081307633075686336e-01,1.152641766007304891e-02,-1.410328434938773468e-02,1.784447920047995806e+09
2.081216678165025424e-01,1.152641472501640674e-02,-1.410344431782623031e-02,1.784447920080995798e+09
2.081127106739619759e-01,1.152641180114015451e-02,-1.410360202411514718e-02,1.784447920113995790e+09
2.081038898745111165e-01,1.152640888824178755e-02,-1.410375750088793678e-02,1.784447920146995783e+09
2.080952034417042906e-01,1.152640598612235390e-02,-1.410391078030909240e-02,1.784447920179995775e+09
2.080866494277449075e-01,1.152640309458645429e-02,-1.410406189408658362e-02,1.784447920212995768e+09
2.080782259130875556e-01,1.152640021343513677e-02,-1.410421087347185631e-02,1.784447920245995760e+09
2.080699310059832552e-01,1.152639734247655479e-02,-1.410435774926693808e-02,1.784447920278995752e+09
2.080617628421383980e-01,1.152639448151886181e-02,-1.410450255183687274e-02,1.784447920311995745e+09
2.080537195842031561e-01,1.152639163037376402e-02,-1.410464531110972031e-02,1.784447920344995737e+09
2.080457994216009521e-01,1.152638878885652030e-02,-1.410478605658721518e-02,1.784447920377995729e+09
2.080380005697894941e-01,1.152638595678238953e-02,-1.410492481734476611e-02,1.784447920410995722e+09
2.080303212703176197e-01,1.152638313397373604e-02,-1.410506162204033798e-02,1.784447920443995714e+09
2.080227597900863312e-01,1.152638032024937143e-02,-1.410519649892510996e-02,1.784447920476995707e+09
2.080153144210645788e-01,1.152637751543521272e-02,-1.410532947584347552e-02,1.784447920509995699e+09
2.080079834801755734e-01,1.152637471935717695e-02,-1.410546058024014782e-02,1.784447920542995691e+09
2.080007653085578223e-01,1.152637193184828657e-02,-1.410558983916726516e-02,1.784447920575995684e+09
2.079936582715082860e-01,1.152636915273801133e-02,-1.410571727928439101e-02,1.784447920608995676e+09
2.079866607579707871e-01,1.152636638186292639e-02,-1.410584292687272479e-02,1.784447920641995668e+09
