epoch,velocity,sin,cos
1784623435.3069996834,-4.4496710137,0.9117158009,0.4229024226
1784623435.3399996758,-5.3429929205,0.8308201186,0.5642488397
1784623435.3729996681,-6.4342126561,0.7047504935,0.7140840465
1784623435.4059996605,-7.7407236813,0.5178382705,0.8577537131
1784623435.4389996529,-9.2306401117,0.2571859727,0.9666974496
1784623435.4719996452,-10.7876079909,-0.0752012869,0.9960066982
1784623435.5049996376,-12.1780089609,-0.4441505192,0.8940698060
1784623435.5379996300,-13.0718952866,-0.7728226884,0.6323742884
1784623435.5709996223,-13.1662988328,-0.9694773883,0.2428102962
1784623435.6039996147,-12.3548866777,-0.9837927422,-0.1804716006
1784623435.6369996071,-10.8263363903,-0.8429306467,-0.5379456622
1784623435.6699995995,-8.9613934039,-0.6236661058,-0.7815958512
1784623435.7029995918,-7.1304436546,-0.3955992571,-0.9185599833
1784623435.7359995842,-5.5753571717,-0.1952716638,-0.9811897218
1784623435.7689995766,-4.3951086324,-0.0315991531,-1.0003699257
1784623435.8019995689,-3.5895444050,0.1004354473,-0.9962516866
1784623435.8349995613,-3.1121067875,0.2101326208,-0.9793552809
1784623435.8679995537,-2.9073357173,0.3066658530,-0.9538336885
1784623435.9009995461,-2.9302948965,0.3976110738,-0.9199556658
1784623435.9339995384,-3.1541588294,0.4886763446,-0.8754284140
1784623435.9669995308,-3.5716189062,0.5837100829,-0.8158137939
1784623435.9999995232,-4.1931208940,0.6844169337,-0.7343665674
1784623436.0329995155,-5.0426861573,0.7892949748,-0.6216623027
1784623436.0659995079,-6.1497327841,0.8912992515,-0.4656437227
1784623436.0989995003,-7.5324318475,0.9739044781,-0.2534648200
1784623436.1319994926,-9.1660713498,1.0064125125,0.0223096197
1784623436.1649994850,-10.9336431001,0.9430519287,0.3503916187
1784623436.1979994774,-12.5739407597,0.7365509832,0.6826683200
1784623436.2309994698,-13.6825293750,0.3748823866,0.9290199942
1784623436.2639994621,-13.8529885998,-0.0795865714,0.9963784988
1784623436.2969994545,-12.9249554054,-0.5050110243,0.8619071976
1784623436.3299994469,-11.1240385069,-0.8025550256,0.5954017402
1784623436.3629994392,-8.9309119488,-0.9539441774,0.2996183049
1784623436.3959994316,-6.8066028938,-0.9993044984,0.0439126422
1784623436.4289994240,-5.0294180596,-0.9892443802,-0.1505395228
1784623436.4619994164,-3.6921568422,-0.9580577605,-0.2903707470
1784623436.4949994087,-2.7728090331,-0.9221669586,-0.3903328056
1784623436.5279994011,-2.2007277314,-0.8873031165,-0.4643314851
1784623436.5609993935,-1.8989756494,-0.8540476264,-0.5230679995
1784623436.5939993858,-1.8052770359,-0.8206541157,-0.5741850397
1784623436.6269993782,-1.8787365768,-0.7843302473,-0.6230211416
1784623436.6599993706,-2.1000408890,-0.7416640276,-0.6732978450
1784623436.6929993629,-2.4697730636,-0.6884903904,-0.7275356134
1784623436.7259993553,-3.0066512203,-0.6194079137,-0.7870811728
1784623436.7589993477,-3.7459335751,-0.5271232654,-0.8515442587
1784623436.7919993401,-4.7367928765,-0.4018761458,-0.9172751681
1784623436.8249993324,-6.0349080528,-0.2316070410,-0.9743395048
1784623436.8579993248,-7.6825493029,-0.0045915963,-1.0016641622
1784623436.8909993172,-9.6643331399,0.2819169064,-0.9618419553
1784623436.9239993095,-11.8302617048,0.6029974664,-0.8026101595
1784623436.9569993019,-13.8056511582,0.8833431424,-0.4807082531
1784623436.9899992943,-14.9923186622,1.0061466078,-0.0172883410
1784623437.0229992867,-14.8374769169,0.8914663288,0.4652929562
1784623437.0559992790,-13.2411869113,0.5833627511,0.8156753827
1784623437.0889992714,-10.6826308088,0.2197053807,0.9759427527
1784623437.1219992638,-7.8920219728,-0.0871007395,0.9952585545
1784623437.1549992561,-5.4029423348,-0.3016937345,0.9515009805
1784623437.1879992485,-3.4466232902,-0.4362003651,0.8971014956
1784623437.2209992409,-2.0344016693,-0.5147980580,0.8540874389
1784623437.2539992332,-1.0703172834,-0.5574845500,0.8268161122
1784623437.2869992256,-0.4321538893,-0.5775467569,0.8129450031
1784623437.3199992180,-0.0097288823,-0.5832343135,0.8088681499
1784623437.3529992104,0.2834364931,-0.5794064005,0.8116110631
1784623437.3859992027,0.5109443903,-0.5686117079,0.8192228826
1784623437.4189991951,0.7191414157,-0.5517912073,0.8306582767
1784623437.4519991875,0.9437652342,-0.5287007020,0.8455366123
1784623437.4849991798,1.2160677927,-0.4980849581,0.8638929665
1784623437.5179991722,1.5681007796,-0.4576379194,0.8859271191
1784623437.5509991646,2.0374039584,-0.4037749403,0.9116695206
1784623437.5839991570,2.6713106345,-0.3312445503,0.9403981041
1784623437.6169991493,3.5305587067,-0.2326645782,0.9695045446
1784623437.6499991417,4.6904576769,-0.0983142870,0.9923024868
1784623437.6829991341,6.2345190834,0.0827799769,0.9941069818
1784623437.7159991264,8.2286960271,0.3177935600,0.9464571091
1784623437.7489991188,10.6538497923,0.5960085562,0.8028031725
1784623437.7819991112,13.2726115193,0.8625925227,0.5092702459
1784623437.8149991035,15.4793039841,1.0009674630,0.0540509819
1784623437.8479990959,16.3989730014,0.8882419385,-0.4612512175
1784623437.8809990883,15.4099012628,0.5285116251,-0.8466197504
1784623437.9139990807,12.7249569330,0.0852523080,-0.9920071866
1784623437.9469990730,9.2917557993,-0.2760070895,-0.9555648328
1784623437.9799990654,6.0052459000,-0.5061047137,-0.8561978236
1784623438.0129990578,3.3314490791,-0.6306194551,-0.7692084960
1784623438.0459990501,1.3603468928,-0.6870593787,-0.7191690048
1784623438.0789990425,-0.0211999483,-0.7018356312,-0.7048754141
1784623438.1119990349,-0.9870279199,-0.6892682546,-0.7175705984
1784623438.1449990273,-1.7001398406,-0.6560303759,-0.7485363788
1784623438.1779990196,-2.2920763723,-0.6044763670,-0.7911124342
1784623438.2109990120,-2.8647353288,-0.5340987874,-0.8405006853
1784623438.2439990044,-3.4986613861,-0.4420040228,-0.8926252043
1784623438.2769989967,-4.2610870416,-0.3231584452,-0.9424708040
1784623438.3099989891,-5.2103228151,-0.1709517082,-0.9819096020
1784623438.3429989815,-6.3933064697,0.0211361132,-0.9969399384
1784623438.3759989738,-7.8319364173,0.2553088653,-0.9647992847
1784623438.4089989662,-9.4929861608,0.5207538043,-0.8532068470
1784623438.4419989586,-11.2401178175,0.7807263051,-0.6275067232
1784623438.4749989510,-12.7868647044,0.9650171113,-0.2738750364
1784623438.5079989433,-13.7219488803,0.9898415298,0.1654835275
1784623438.5409989357,-13.6817550717,0.8142488825,0.5847703861
1784623438.5739989281,-12.5777120609,0.4874883047,0.8731437372
1784623438.6069989204,-10.6948163947,0.1196713055,0.9908331171
1784623438.6399989128,-8.5235395593,-0.1982896992,0.9770826330
1784623438.6729989052,-6.4824473063,-0.4329324738,0.8975584235
1784623438.7059988976,-4.8073126176,-0.5919845891,0.8013667770
1784623438.7389988899,-3.5663741597,-0.6969185479,0.7120960906
1784623438.7719988823,-2.7259731396,-0.7672826126,0.6360126776
1784623438.8049988747,-2.2141059712,-0.8168434342,0.5713445966
1784623438.8379988670,-1.9582294670,-0.8545044284,0.5136322164
1784623438.8709988594,-1.9019104857,-0.8857877637,0.4579398409
1784623438.9039988518,-2.0098253403,-0.9138869999,0.3994788543
1784623438.9369988441,-2.2675820589,-0.9402749179,0.3335337180
1784623438.9699988365,-2.6799841107,-0.9648830988,0.2551129027
1784623439.0029988289,-3.2692889330,-0.9857767225,0.1585598441
1784623439.0359988213,-4.0733846786,-0.9981674770,0.0373693526
1784623439.0689988136,-5.1419884244,-0.9925551812,-0.1153108626
1784623439.1019988060,-6.5262819474,-0.9519530173,-0.3044299645
1784623439.1349987984,-8.2536783250,-0.8491886991,-0.5270373502
1784623439.1679987907,-10.2767399006,-0.6484927627,-0.7603296100
1784623439.2009987831,-12.3905802621,-0.3209807168,-0.9463745428
1784623439.2339987755,-14.1551067977,0.1181228096,-0.9927639944
1784623439.2669987679,-14.9683946766,0.5721351187,-0.8223010426
1784623439.2999987602,-14.3963849908,0.8942386474,-0.4558139692
1784623439.3329987526,-12.5095204294,1.0042521634,-0.0231748204
1784623439.3659987450,-9.8841785428,0.9442418270,0.3418078390
1784623439.3989987373,-7.2026632703,0.8111056657,0.5894962501
1784623439.4319987297,-4.8990070478,0.6781638650,0.7369174864
1784623439.4649987221,-3.1322991797,0.5755674688,0.8184929084
1784623439.4979987144,-1.8802492572,0.5066931209,0.8619173759
1784623439.5309987068,-1.0388191417,0.4651611774,0.8843776692
1784623439.5639986992,-0.4910766900,0.4431768206,0.8952711764
1784623439.5969986916,-0.1372796578,0.4343177927,0.8994680658
1784623439.6299986839,0.0984652097,0.4341135918,0.8995000305
1784623439.6629986763,0.2707853740,0.4398652172,0.8966642513
1784623439.6959986687,0.4183878505,0.4502385421,0.8915026150
1784623439.7289986610,0.5698003613,0.4648824758,0.8840074668
1784623439.7619986534,0.7485145961,0.4841678744,0.8737002606
1784623439.7949986458,0.9773466204,0.5090482106,0.8596035476
1784623439.8279986382,1.2822638679,0.5409969835,0.8400914990
1784623439.8609986305,1.6960944573,0.5819614299,0.8125735389
1784623439.8939986229,2.2624428185,0.6342231102,0.7729402606
1784623439.9269986153,3.0397156684,0.6999435562,0.7146629452
1784623439.9599986076,4.1041593068,0.7799085720,0.6274709358
1784623439.9929986000,5.5480316373,0.8704787769,0.4958394514
1784623440.0259985924,7.4623830193,0.9570750239,0.2987374654
1784623440.0589985847,9.8813693030,1.0029543152,0.0155146615
1784623440.0919985771,12.6568352630,0.9386912771,-0.3517181097
1784623440.1249985695,15.2788388531,0.6786948720,-0.7343293874
1784623440.1579985619,16.8167847764,0.2037429887,-0.9759185641
1784623440.1909985542,16.3665789511,-0.3464962089,-0.9333812870
1784623440.2239985466,13.8797390255,-0.7578497525,-0.6461804539
1784623440.2569985390,10.2579019213,-0.9509036735,-0.2980255297
1784623440.2899985313,6.6057459753,-0.9967933544,-0.0252424057
1784623440.3229985237,3.5642007183,-0.9872654680,0.1398837792
1784623440.3559985161,1.2933071438,-0.9733457614,0.2160813190
1784623440.3889985085,-0.3030067634,-0.9704453896,0.2298713385
1784623440.4219985008,-1.4151942285,-0.9773546045,0.2004735769
1784623440.4549984932,-2.2312550396,-0.9882800110,0.1396815600
1784623440.4879984856,-2.9030697223,-0.9970198971,0.0540583475
1784623440.5209984779,-3.5462519653,-0.9974019451,-0.0534505812
1784623440.5539984703,-4.2487643691,-0.9823648981,-0.1821174284
1784623440.5869984627,-5.0783286888,-0.9425841838,-0.3317396278
1784623440.6199984550,-6.0850486803,-0.8651474590,-0.5001125047
1784623440.6529984474,-7.2964390542,-0.7331471366,-0.6790107894
1784623440.6859984398,-8.7011821251,-0.5280835379,-0.8484107866
1784623440.7189984322,-10.2182549500,-0.2381706346,-0.9707567595
1784623440.7519984245,-11.6609833161,0.1254364247,-0.9921816469
1784623440.7849984169,-12.7377706627,0.5105497107,-0.8618226966
1784623440.8179984093,-13.1338650746,0.8266161549,-0.5695495602
1784623440.8509984016,-12.6600415814,0.9900668055,-0.1731675680
1784623440.8839983940,-11.3919540560,0.9797405292,0.2256610324
1784623440.9169983864,-9.6500912541,0.8427767929,0.5457268997
1784623440.9499983788,-7.8131489270,0.6512810500,0.7617675664
1784623440.9829983711,-6.1680059631,0.4589717974,0.8893703970
1784623441.0159983635,-4.8624966160,0.2899533233,0.9565858173
1784623441.0489983559,-3.9285658589,0.1482052026,0.9873799974
1784623441.0819983482,-3.3348225015,0.0285687263,0.9971770291
1784623441.1149983406,-3.0298614099,-0.0767547294,0.9940291728
1784623441.1479983330,-2.9662305097,-0.1753402553,0.9810047935
1784623441.1809983253,-3.1111883069,-0.2736048457,0.9579190003
1784623441.2139983177,-3.4503239209,-0.3766208568,0.9220741352
1784623441.2469983101,-3.9871316434,-0.4879481010,0.8682527920
1784623441.2799983025,-4.7398447091,-0.6089473758,0.7882738417
1784623441.3129982948,-5.7350966925,-0.7370324877,0.6705129617
1784623441.3459982872,-6.9957172494,-0.8622788471,0.5002956759
1784623441.3789982796,-8.5173214975,-0.9622752391,0.2631752362
1784623441.4119982719,-10.2268299569,-0.9973247415,-0.0455518542
1784623441.4449982643,-11.9262696376,-0.9136955113,-0.4030752220
1784623441.4779982567,-13.2682856348,-0.6683973104,-0.7417179583
1784623441.5109982491,-13.8387646771,-0.2747217215,-0.9600864168
1784623441.5439982414,-13.3561591289,0.1766651375,-0.9834618277
1784623441.5769982338,-11.8894954321,0.5655304104,-0.8258399625
1784623441.6099982262,-9.8399969307,0.8223739272,-0.5739117410
1784623441.6429982185,-7.6854007054,0.9531827464,-0.3158322792
1784623441.6759982109,-5.7786240704,0.9999530889,-0.0991503195
1784623441.7089982033,-4.2831414488,1.0029908898,0.0660576988
1784623441.7419981956,-3.2156530685,0.9875381767,0.1881111627
1784623441.7749981880,-2.5212370501,0.9655622666,0.2796959928
1784623441.8079981804,-2.1258434346,0.9413275180,0.3521695325
1784623441.8409981728,-1.9630676807,0.9153301792,0.4143130701
1784623441.8739981651,-1.9852549202,0.8862119232,0.4726053585
1784623441.9069981575,-2.1661558940,0.8514866928,0.5318085585
1784623441.9399981499,-2.4999751455,0.8076226349,0.5954382473
1784623441.9729981422,-2.9994882060,0.7497125910,0.6659226535
1784623442.0059981346,-3.6940966184,0.6708575669,0.7442535678
1784623442.0389981270,-4.6270186068,0.5614359169,0.8287778233
1784623442.0719981194,-5.8487802955,0.4087595600,0.9125661322
1784623442.1049981117,-7.4008291272,0.1985288953,0.9787707931
1784623442.1379981041,-9.2783046705,-0.0786642461,0.9945384220
1784623442.1709980965,-11.3603333636,-0.4111560346,0.9085904727
1784623442.2039980888,-13.3249563144,-0.7422902721,0.6664878409
1784623442.2369980812,-14.6412312187,-0.9645435381,0.2582682034
1784623442.2699980736,-14.7551663049,-0.9728250173,-0.2294151209
1784623442.3029980659,-13.4718233978,-0.7611325102,-0.6470229777
1784623442.3359980583,-11.1625901118,-0.4387867277,-0.8977402394
1784623442.3689980507,-8.4875339846,-0.1276660332,-0.9914105390
1784623442.4019980431,-6.0089967833,0.1113917058,-0.9939740289
1784623442.4349980354,-4.0127654306,0.2730573717,-0.9629210184
1784623442.4679980278,-2.5509534198,0.3750280936,-0.9285299613
1784623442.5009980202,-1.5503847194,0.4366116433,-0.9016718212
1784623442.5339980125,-0.8990992367,0.4724205114,-0.8837725631
1784623442.5669980049,-0.4912801337,0.4923457115,-0.8729876520
1784623442.5999979973,-0.2430621944,0.5027464039,-0.8670517954
1784623442.6329979897,-0.0941602604,0.5075325199,-0.8641933885
1784623442.6659979820,-0.0038969086,0.5089943201,-0.8632350344
1784623442.6989979744,0.0541019125,0.5084002157,-0.8634684613
1784623442.7319979668,0.0967002929,0.5063915285,-0.8645126997
1784623442.7649979591,0.1349222389,0.5032211131,-0.8662069163
1784623442.7979979515,0.1766189818,0.4988827188,-0.8685400075
1784623442.8309979439,0.2283688412,0.4931685971,-0.8716109801
1784623442.8639979362,0.2969346838,0.4856763008,-0.8756133049
1784623442.8969979286,0.3905244552,0.4757743064,-0.8808341602
1784623442.9299979210,0.5200884841,0.4625255701,-0.8876616654
1784623442.9629979134,0.7008815318,0.4445597279,-0.8965898444
1784623442.9959979057,0.9545221643,0.4198726118,-0.9081999512
1784623443.0289978981,1.3117996614,0.3855215317,-0.9230749220
1784623443.0619978905,1.8164886887,0.3371714297,-0.9415505553
1784623443.0949978828,2.5302286080,0.2684570638,-0.9630895905
1784623443.1279978752,3.5378139000,0.1702212453,-0.9848432943
1784623443.1609978676,4.9498818892,0.0300825271,-0.9985597948
1784623443.1939978600,6.8932715346,-0.1659542010,-0.9846064186
1784623443.2269978523,9.4633845152,-0.4249587532,-0.9028901834
1784623443.2599978447,12.5873937793,-0.7221524664,-0.6884766914
1784623443.2929978371,15.7653442804,-0.9582312574,-0.2818342625
1784623443.3259978294,17.8832528066,-0.9596667037,0.2758707359
1784623443.3589978218,17.6664894900,-0.6356852440,0.7712219022
1784623443.3919978142,14.8587523849,-0.1417417096,0.9893386803
1784623443.4249978065,10.5591162927,0.2780582894,0.9610769507
1784623443.4579977989,6.2684456680,0.5309679073,0.8500372510
1784623443.4909977913,2.7403774934,0.6495711678,0.7646132715
1784623443.5239977837,0.1383048522,0.6824444410,0.7352282328
1784623443.5569977760,-1.6695432800,0.6610996746,0.7539457888
1784623443.5899977684,-2.9281624898,0.5999605102,0.8029933629
1784623443.6229977608,-3.8610192438,0.5043610909,0.8655602654
1784623443.6559977531,-4.6352915503,0.3761192067,0.9274969573
1784623443.6889977455,-5.3691164379,0.2159196172,0.9761209142
1784623443.7219977379,-6.1420228413,0.0247490371,0.9983102641
1784623443.7549977303,-6.9996582545,-0.1939044253,0.9788406108
1784623443.7879977226,-7.9522266519,-0.4304870458,0.9000153362
1784623443.8209977150,-8.9680539247,-0.6650262839,0.7440946693
1784623443.8539977074,-9.9669013602,-0.8641606214,0.5002687582
1784623443.8869976997,-10.8205674055,-0.9836763456,0.1761718819
1784623443.9199976921,-11.3713721486,-0.9813362489,-0.1921571820
1784623443.9529976845,-11.4824804133,-0.8390963142,-0.5437698944
1784623443.9859976768,-11.1049702253,-0.5795368189,-0.8146267235
1784623444.0189976692,-10.3063222563,-0.2578944000,-0.9659797098
1784623444.0519976616,-9.2447364020,0.0651859252,-0.9979803073
1784623444.0849976540,-8.1124724479,0.3472724092,-0.9388651787
1784623444.1179976463,-7.0727613701,0.5711906839,-0.8236397774
1784623444.1509976387,-6.2279449777,0.7381245343,-0.6798221896
1784623444.1839976311,-5.6244904486,0.8571005091,-0.5236543006
1784623444.2169976234,-5.2715962975,0.9376452276,-0.3620187546
1784623444.2499976158,-5.1593086148,0.9863155049,-0.1959619352
1784623444.2829976082,-5.2721975879,1.0055793219,-0.0238512143
1784623444.3159976006,-5.5968816681,0.9936431733,0.1562608416
1784623444.3489975929,-6.1233752740,0.9445648319,0.3446259325
1784623444.3819975853,-6.8409492472,0.8487341398,0.5375027446
1784623444.4149975777,-7.7288316499,0.6944191069,0.7241759953
1784623444.4479975700,-8.7423847023,0.4716029473,0.8837185221
1784623444.4809975624,-9.7977099506,0.1794029614,0.9836943760
1784623444.5139975548,-10.7610320875,-0.1633915949,0.9851713163
1784623444.5469975471,-11.4567847008,-0.5108600834,0.8577362166
1784623444.5799975395,-11.7151713090,-0.7978538842,0.6005719986
1784623444.6129975319,-11.4448326350,-0.9664273396,0.2544646699
1784623444.6459975243,-10.6814698266,-0.9938467787,-0.1116070614
1784623444.6789975166,-9.5828932646,-0.9009515124,-0.4342822522
1784623444.7119975090,-8.3611419755,-0.7334995364,-0.6799057186
1784623444.7449975014,-7.2063504288,-0.5354167389,-0.8448629502
1784623444.7779974937,-6.2459184569,-0.3351337869,-0.9425690536
1784623444.8109974861,-5.5403627293,-0.1455154576,-0.9900343719
1784623444.8439974785,-5.1024455412,0.0308522348,-1.0006152132
1784623444.8769974709,-4.9202767521,0.1963765284,-0.9821256165
1784623444.9099974632,-4.9746401213,0.3547524998,-0.9372314428
1784623444.9429974556,-5.2489198004,0.5085909863,-0.8643165370
1784623444.9759974480,-5.7324490291,0.6576668177,-0.7583117081
1784623445.0089974403,-6.4181465723,0.7971438942,-0.6117030919
1784623445.0419974327,-7.2945122776,0.9154637229,-0.4164519287
1784623445.0749974251,-8.3316617257,0.9922961649,-0.1679690145
1784623445.1079974174,-9.4626058662,0.9983896739,0.1279751173
1784623445.1409974098,-10.5656599622,0.9011620528,0.4465504593
1784623445.1739974022,-11.4607781770,0.6797462852,0.7387859109
1784623445.2069973946,-11.9429233031,0.3457176521,0.9401116830
1784623445.2399973869,-11.8623220200,-0.0469807919,0.9986050128
1784623445.2729973793,-11.2007361293,-0.4200122328,0.9063579864
1784623445.3059973717,-10.0918875220,-0.7096407541,0.7031357365
1784623445.3389973640,-8.7680832511,-0.8926100612,0.4493567552
1784623445.3719973564,-7.4608938833,-0.9805708859,0.1953912427
1784623445.4049973488,-6.3342897174,-0.9998523567,-0.0318823650
1784623445.4379973412,-5.4712521444,-0.9750910356,-0.2253651433
1784623445.4709973335,-4.8939301143,-0.9226140468,-0.3884445292
1784623445.5039973259,-4.5912508065,-0.8506015080,-0.5279098200
1784623445.5369973183,-4.5403013677,-0.7612454436,-0.6500847394
1784623445.5699973106,-4.7199458715,-0.6526722308,-0.7589584058
1784623445.6029973030,-5.1172811540,-0.5203510574,-0.8551343222
1784623445.6359972954,-5.7277431750,-0.3583323053,-0.9347946343
1784623445.6689972878,-6.5494410840,-0.1609244586,-0.9883397347
1784623445.7019972801,-7.5714670374,0.0742558428,-0.9990195827
1784623445.7349972725,-8.7558872655,0.3408157730,-0.9429279001
1784623445.7679972649,-10.0146973331,0.6157678615,-0.7931723949
1784623445.8009972572,-11.1885231261,0.8535552255,-0.5319425955
1784623445.8339972496,-12.0496154866,0.9920889653,-0.1706338348
1784623445.8669972420,-12.3651123970,0.9787030109,0.2353567022
1784623445.8999972343,-12.0060625822,0.8051675775,0.6014097277
1784623445.9329972267,-11.0222247177,0.5200713465,0.8571211473
1784623445.9659972191,-9.6352395691,0.1995630983,0.9804802350
1784623445.9989972115,-8.1320276235,-0.0951449696,0.9946788146
1784623446.0319972038,-6.7462606553,-0.3357867654,0.9402473650
1784623446.0649971962,-5.6169771542,-0.5203580682,0.8516372556
1784623446.0979971886,-4.7967191278,-0.6591284869,0.7493047575
1784623446.1309971809,-4.2810752220,-0.7643283504,0.6418006971
1784623446.1639971733,-4.0411778225,-0.8456823551,0.5303243840
1784623446.1969971657,-4.0459952368,-0.9093276800,0.4121997366
1784623446.2299971581,-4.2735397101,-0.9577225922,0.2828853612
1784623446.2629971504,-4.7145588385,-0.9894910263,0.1371400353
1784623446.2959971428,-5.3710531415,-0.9988829195,-0.0299390336
1784623446.3289971352,-6.2499941851,-0.9748832448,-0.2212347491
1784623446.3619971275,-7.3510326345,-0.9005447154,-0.4343841189
1784623446.3949971199,-8.6465223650,-0.7542425540,-0.6562951985
1784623446.4279971123,-10.0532035576,-0.5160767742,-0.8562923720
1784623446.4609971046,-11.4003437596,-0.1824853888,-0.9832090537
1784623446.4939970970,-12.4236465097,0.2141828319,-0.9775369906
1784623446.5269970894,-12.8370932564,0.5978256703,-0.8048131206
1784623446.5599970818,-12.4671181075,0.8767364913,-0.4898820140
1784623446.5929970741,-11.3585881086,0.9988514595,-0.1135259250
1784623446.6259970665,-9.7772150224,0.9772808261,0.2358303485
1784623446.6589970589,-8.0692561149,0.8657372599,0.5087608285
1784623446.6919970512,-6.5078641184,0.7187205852,0.6992664440
1784623446.7249970436,-5.2457304084,0.5699437276,0.8235790911
1784623446.7579970360,-4.3311775597,0.4327590235,0.9019439890
1784623446.7909970284,-3.7471957178,0.3084400997,0.9505074652
1784623446.8239970207,-3.4516111174,0.1928691075,0.9795842122
1784623446.8569970131,-3.4029616619,0.0801602073,0.9944340318
1784623446.8899970055,-3.5722480867,-0.0356868047,0.9964155948
1784623446.9229969978,-3.9466636615,-0.1600610602,0.9836264930
1784623446.9559969902,-4.5290924061,-0.2971963718,0.9508653864
1784623446.9889969826,-5.3341461039,-0.4491423988,0.8890948271
1784623447.0219969749,-6.3795963856,-0.6135391313,0.7848745573
1784623447.0549969673,-7.6703585172,-0.7795182841,0.6209298937
1784623447.0879969597,-9.1713789670,-0.9218496130,0.3803685103
1784623447.1209969521,-10.7676576275,-0.9964020994,0.0581742787
1784623447.1539969444,-12.2233723546,-0.9460703400,-0.3195723248
1784623447.1869969368,-13.1943032738,-0.7295637580,-0.6815258274
1784623447.2199969292,-13.3516825404,-0.3650071220,-0.9294092446
1784623447.2529969215,-12.5615424531,0.0600004347,-0.9971588129
1784623447.2859969139,-11.0013251474,0.4389601867,-0.8987904501
1784623447.3189969063,-9.0704113334,0.7103917618,-0.7068975219
1784623447.3519968987,-7.1621631440,0.8734528891,-0.4942534477
1784623447.3849968910,-5.5341475038,0.9577626765,-0.3027690586
1784623447.4179968834,-4.2928292212,0.9945359982,-0.1452686595
1784623447.4509968758,-3.4370007521,1.0053370682,-0.0185114743
1784623447.4839968681,-2.9159348325,1.0020096271,0.0861394405
1784623447.5169968605,-2.6698269346,0.9898965184,0.1775863227
1784623447.5499968529,-2.6495194369,0.9704358068,0.2634001882
1784623447.5829968452,-2.8240652623,0.9425141220,0.3496366825
1784623447.6159968376,-3.1823542462,0.9029319916,0.4409800525
1784623447.6489968300,-3.7319677535,0.8462772241,0.5407024174
1784623447.6819968224,-4.4962237523,0.7644047558,0.6500506764
1784623447.7149968147,-5.5084569911,0.6458414909,0.7665637109
1784623447.7479968071,-6.8001636025,0.4759439178,0.8806865802
1784623447.7809967995,-8.3769230135,0.2398292702,0.9704267281
1784623447.8139967918,-10.1744212543,-0.0681625829,0.9960549818
1784623447.8469967842,-11.9954180394,-0.4254289434,0.9027536228
1784623447.8799967766,-13.4707229229,-0.7617021612,0.6452498213
1784623447.9129967690,-14.1379265303,-0.9708140917,0.2364540188
1784623447.9459967613,-13.6664316195,-0.9744066773,-0.2250358642
